marca,modelo,transmision,combustible,propulsion,cilindrada,carroceria,co2,ciudad,carretera,mixto
Peugeot,"208 1,5 Lts. Blue Hdi 100 5 Puertas T/M Diésel Euro 6c",M,Diésel ,Combustión,1.5,Hatchback,115,18.7,26.6,23.0
Citroen,Berlingo de Pasajeros XL,A,Diésel ,Combustión,1.5,Station Wagon,133,16.8,22.1,19.8
Citroen,Berlingo de Pasajeros M,A,Diésel ,Combustión,1.5,Station Wagon,133,16.8,22.1,19.8
Peugeot,"308 1,5 Lts. BlueHdi 130 5 Ptas. T/A Motor Diésel Euro 6c",A,Diésel ,Combustión,1.5,Hatchback,114,19.1,26.4,23.2
BMW,i3 120Ah,A,N/A,Vehículo eléctrico,0.0,Hatchback,-,-,-,-
BMW,I3s 120Ah,A,N/A,Vehículo eléctrico,0.0,Hatchback,-,-,-,-
Bentley,Continental GT Convertible,A,Gasolina,Combustión,6.0,Convertible,280,5.8,10.6,8.1
Suzuki,Carry 1.5 T/M,M,Gasolina,Combustión,1.5,Camioneta,178,10.6,15.7,13.3
DS,DS3 Crossback 1.5 HDI 130 T/A,A,Diésel ,Combustión,1.5,Station Wagon,131,17.4,22.3,20.2
DS,DS3 Crossback 1.2 T/A,A,Gasolina,Combustión,1.2,Station Wagon,143,12.6,20.1,16.5
DS,DS3 Crossback 1.5 HDI 100 T/M,M,Diésel ,Combustión,1.5,Station Wagon,114,18.3,27.3,23.1
KYC,X5 Plus D/C Pick Up,M,Gasolina,Combustión,1.8,Camioneta,269,6.7,10.8,8.8
KYC,X5 Plus Pick Up,M,Gasolina,Combustión,1.8,Camioneta,269,6.7,10.8,8.8
ZX Auto,Terralord 4x4 AT,A,Diésel ,Combustión,2.5,Camioneta,277,7.5,11.5,9.6
Jac,S4 1.5 Turbo T/M,M,Gasolina,Combustión,1.5,Hatchback,195,9.5,14.6,12.2
Mazda,Mazda 3 2.0 Sedán T/A,A,Gasolina,Combustión,2.0,Sedán,169,10.5,17.5,14.1
Mazda,Mazda 3 2.0 Hatchback T/A,A,Gasolina,Combustión,2.0,Hatchback,169,10.5,17.5,14.1
Mazda,Mazda 3 2.0 Sedán T/M,M,Gasolina,Combustión,2.0,Sedán,164,11.1,17.7,14.5
Mazda,Mazda 3 2.0 Hatchback T/M,M,Gasolina,Combustión,2.0,Hatchback,164,11.1,17.7,14.5
Hyundai,Atos AH2,M,Gasolina,Combustión,1.1,Hatchback,135,14.2,20.4,17.6
Chery,"Tiggo 3 1,5L MT",M,Gasolina,Combustión,1.5,Station Wagon,171,11.0,16.3,13.8
Lexus,RCF 5.0L V8,A,Gasolina,Combustión,5.0,Coupé,267,5.9,12.6,8.9
Renault,Oroch 1.6 T/M,M,Gasolina,Combustión,1.6,Camioneta,184,10.3,15.1,12.9
Chery,Tiggo 8 DCT,A,Gasolina,Combustión,1.5,Station Wagon,178,10.1,16.4,13.4
Chery,Tiggo 8 MT,M,Gasolina,Combustión,1.5,Station Wagon,183,10.1,15.5,13.0
ZX Auto,Terralord D/C 4WD,M,Diésel ,Combustión,2.5,Camioneta,236,10.1,12.0,11.2
ZX Auto,Terralord D/C 2WD,M,Diésel ,Combustión,2.5,Camioneta,236,10.1,12.0,11.2
Jac,"S4 1,5 Turbo T/A",A,Gasolina,Combustión,1.5,Hatchback,187,9.9,15.2,12.7
Mazda,Mazda 3 2.5 Sedán T/A,A,Gasolina,Combustión,2.5,Sedán,182,9.5,16.6,13.1
Mazda,Mazda 3 2.5 Hatchback T/A,A,Gasolina,Combustión,2.5,Hatchback,182,9.5,16.6,13.1
Mazda,Mazda 3 2.5 Hatchback T/M,M,Gasolina,Combustión,2.5,Hatchback,169,10.4,17.7,14.0
Changan,CS35 Plus 1.4 Turbo T/A,A,Gasolina,Combustión,1.4,Station Wagon,189,9.3,15.8,12.6
Chevrolet,"N400 Max 1,5 Lts. T/M, 2 asientos",M,Gasolina,Combustión,1.5,Furgón,170,11.3,16.1,13.9
Nissan,VERSA (N18) 1.6 CVT 4x2,A,Gasolina,Combustión,1.6,Sedán,146,12.3,20.1,16.3
Jaguar,XE 2.0i R,A,Gasolina,Combustión,2.0,Sedán,189,8.7,16.7,12.5
Nissan,VERSA (N18) 1.6 MT 4x2,M,Gasolina,Combustión,1.6,Sedán,159,11.0,18.7,14.9
Toyota,Fortuner 2.8L T/M,M,Diésel ,Combustión,2.8,Station Wagon,205,10.6,14.8,12.9
Ford,Explorer ADW,A,Gasolina,Combustión,2.3,Station Wagon,244,7.1,11.8,9.5
Ford,Explorer 4x2,A,Gasolina,Combustión,2.3,Station Wagon,244,7.1,11.8,9.5
Seat,Cupra Ateca 2.0 AT 4x4,A,Gasolina,Combustión,2.0,Station Wagon,164,11.5,15.9,13.9
Renault,Koleos 2.5 TA 4x2,A,Gasolina,Combustión,2.5,Station Wagon,199,9.0,14.8,12.0
Renault,Koleos 2.5 TA 4x4,A,Gasolina,Combustión,2.5,Station Wagon,199,9.0,14.8,12.0
BYD,BYD M3,A,N/A,Vehículo eléctrico,0.0,Station Wagon,-,-,-,-
Citroen,Spacetourer XL150 S S BVM6,M,Diésel ,Combustión,2.0,Minibus,181,12.5,16.3,14.6
Porsche,Macan Turbo,A,Gasolina,Combustión,2.9,Station Wagon,263,8.2,11.5,10.0
Brilliance,Konect,M,Gasolina,Combustión,1.5,Station Wagon,188,10.4,14.4,12.6
BMW,X2 sDrive18d,A,Diésel ,Combustión,2.0,Station Wagon,139,16.3,21.0,19.0
BMW,X1 sDrive18d LCI,A,Diésel ,Combustión,2.0,Station Wagon,139,16.3,21.0,19.0
M. Benz,GLC 300d Coupé 4Matic,A,Diésel ,Combustión,2.0,Station Wagon,153,14.5,20.0,17.5
M. Benz,GLC 300d 4Matic,A,Diésel ,Combustión,2.0,Station Wagon,153,14.5,20.0,17.5
M. Benz,GLC 220d Coupé 4Matic,A,Diésel ,Combustión,2.0,Station Wagon,151,15.2,20.0,17.9
M. Benz,GLC 220d 4Matic,A,Diésel ,Combustión,2.0,Station Wagon,149,15.4,20.0,17.9
M. Benz,GLC 200d Coupé 4Matic,A,Diésel ,Combustión,2.0,Station Wagon,151,15.2,20.0,17.9
M. Benz,GLC 200d 4Matic,A,Diésel ,Combustión,2.0,Station Wagon,149,15.4,20.0,17.9
M. Benz,C 200 Sedán,A,Gasolina,Combustión,2.0,Sedán,160,10.7,19.0,14.8
M. Benz,C 200 Coupé,A,Gasolina,Combustión,2.0,Coupé,160,10.7,19.0,14.8
M. Benz,C 200 Cabriolet,A,Gasolina,Combustión,2.0,Cabriolet,160,10.7,19.0,14.8
Jaguar,"XJ 3,0 S/C",A,Gasolina,Combustión,3.0,Sedán,226,7.6,13.4,10.5
Hyundai,Venue QX MT,M,Gasolina,Combustión,1.6,Station Wagon,169,10.8,17.1,14.1
JMC,Vigus Work 5.7m 4x4,M,Diésel ,Combustión,2.5,Camioneta,241,8.8,12.9,11.0
JMC,Vigus Work 5.4m 4x2,M,Diésel ,Combustión,2.5,Camioneta,241,8.8,12.9,11.0
JMC,Vigus Work 5.4m 4x4,M,Diésel ,Combustión,2.5,Camioneta,241,8.8,12.9,11.0
JMC,Vigus Work 5.7m 4x2,M,Diésel ,Combustión,2.5,Camioneta,241,8.8,12.9,11.0
Chevrolet,"Captiva 1,5 Ltrs. Station Wagon 7 Asientos 5P A/T",A,Gasolina,Combustión,1.5,Station Wagon,209,8.5,13.9,11.3
Chevrolet,"Captiva 1,5 Ltrs. Station Wagon 5 Asientos 5P A/T",A,Gasolina,Combustión,1.5,Station Wagon,209,8.5,13.9,11.3
Hyundai,VENUE QX AT,A,Gasolina,Combustión,1.6,Station Wagon,176,10.4,16.2,13.5
Geely,BINRAY 1.0T T/A,A,Gasolina,Combustión,1.0,Sedán,160,11.9,17.2,14.8
M. Benz,CLA 200,A,Gasolina,Combustión,1.3,Sedán,148,12.4,19.1,15.9
BMW,730-d.,A,Diésel ,Combustión,3.0,Sedán,170,12.6,18.0,15.6
BMW,730-Ld.,A,Diésel ,Combustión,3.0,Sedán,170,12.6,18.0,15.6
Fiat,Argo Trekking 1.3,M,Gasolina,Combustión,1.3,Hatchback,152,12.3,18.6,15.6
Alfa Romeo,Giulia Quadrifoglio Verdi,A,Gasolina,Combustión,2.9,Sedán,188,8.1,17.5,12.3
BYD,BYD T3,A,N/A,Vehículo eléctrico,0.0,Furgón,-,-,-,-
Ford,Ranger 4x4,M,Diésel ,Combustión,2.2,Camioneta,191,12.6,14.8,13.9
Ford,Ranger 4x2,M,Diésel ,Combustión,2.2,Camioneta,191,12.6,14.8,13.9
Toyota,C-HR HEV,A,Gasolina/Híbrido,Vehículos híbridos sin recarga exterior,1.8,Hatchback,95,28.7,23.3,24.0
Seat,Ateca 1.4 TSI AT 4x2,A,Gasolina,Combustión,1.4,Station Wagon,141,13.3,19.8,16.8
Land Rover,Range Rover Velar 2.0i,A,Gasolina,Combustión,2.0,Station Wagon,178,10.5,14.5,12.8
Chevrolet,Silverado CC LTZ 3.0 TD A/T 4x4,A,Diésel ,Combustión,3.0,Camioneta,223,9.0,14.6,11.9
Chevrolet,Silverado CC LTZ 3.0 T/A 4x2,A,Diésel ,Combustión,3.0,Camioneta,223,9.0,14.6,11.9
BMW,X1 sDrive18i,A,Gasolina,Combustión,1.5,Station Wagon,153,12.9,17.6,15.5
BMW,X1 sDrive18i LCI,A,Gasolina,Combustión,1.5,Station Wagon,153,12.9,17.6,15.5
BMW,X2 sDrive 18i,A,Gasolina,Combustión,1.5,Station Wagon,143,13.2,18.2,15.9
Alfa Romeo,Stelvio 2.9T V6 510hp ATX AWD QV,A,Gasolina,Combustión,2.9,Station Wagon,210,8.5,13.2,11.0
M. Benz,C 180 Sedán,A,Gasolina,Combustión,1.5,Sedán,156,10.6,19.1,14.9
M. Benz,E 300 Coupé,A,Gasolina,Combustión,2.0,Coupé,179,9.9,16.6,13.3
M. Benz,E 300 Sedán,A,Gasolina,Combustión,2.0,Sedán,179,9.9,16.6,13.3
M. Benz,E 300 Cabriolet,A,Gasolina,Combustión,2.0,Cabriolet,179,9.9,16.6,13.3
Piaggio,Porter Maxxi Bifuel,M,Gasolina/GLP,Combustión,1.3,Camioneta,-,-,-,-
Peugeot,"Rifter 1,2 Lts. Puretech 130 T/A",A,Gasolina,Combustión,1.2,Station Wagon,159,12.1,17.2,14.9
Jeep,Grand Cherokee Laredo 3.6 4x2,A,Gasolina,Combustión,3.6,Station Wagon,249,6.9,12.2,9.5
Jeep,Grand Cherokee Laredo 3.6L 4x4,A,Gasolina,Combustión,3.6,Station Wagon,249,6.9,12.2,9.5
Jeep,Grand Cherokee Upland 3.6 4x4,A,Gasolina,Combustión,3.6,Station Wagon,249,6.9,12.2,9.5
Jeep,Grand Cherokee Limited 3.6L 4x4,A,Gasolina,Combustión,3.6,Station Wagon,249,6.9,12.2,9.5
Jeep,Grand Cherokee Overland 3.6L 4x4,A,Gasolina,Combustión,3.6,Station Wagon,249,6.9,12.2,9.5
Maxus,"T60 2,0 Lts. Camioneta Doble Cabina 4P 4x4",A,Diésel ,Combustión,2.0,Camioneta,240,8.9,12.8,11.0
Maxus,"T60 2,0 Lts. Camioneta Doble Cabina 4P 4x2",A,Diésel ,Combustión,2.0,Camioneta,240,8.9,12.8,11.0
Maxus,"T60 2,0 Lts. Camioneta Doble Cabina 4P 4x4",M,Diésel ,Combustión,2.0,Camioneta,214,10.0,14.2,12.3
Maxus,"T60 2,0 Lts. Camioneta Doble Cabina 4P 4x2",M,Diésel ,Combustión,2.0,Camioneta,214,10.0,14.2,12.3
Maxus,"T60 2,0 Lts. Camioneta Cabina Simple 2P 4x4",M,Diésel ,Combustión,2.0,Camioneta,214,10.0,14.2,12.3
Maxus,"T60 2,0 Lts. Camioneta Cabina Simple 2P 4x2",M,Diésel ,Combustión,2.0,Camioneta,214,10.0,14.2,12.3
Ssangyong,New Korando 4x4,A,Diésel ,Combustión,1.6,Station Wagon,171,12.7,17.6,15.4
Ssangyong,New Korando 4x2,A,Diésel ,Combustión,1.6,Station Wagon,171,12.7,17.6,15.4
Ssangyong,"New Korando GLX 1,6TD 6AT 2WD 6AB",A,Diésel ,Combustión,1.6,Station Wagon,171,12.7,17.6,15.4
Ssangyong,"New Korando GLX FULL 1,6TD 6AT 2WD 6AB",A,Diésel ,Combustión,1.6,Station Wagon,171,12.7,17.6,15.4
M. Benz,GLB 220d 4Matic,A,Diésel ,Combustión,2.0,Station Wagon,147,15.4,20.0,17.9
M. Benz,GLB 200d,A,Diésel ,Combustión,2.0,Station Wagon,138,16.4,21.7,19.2
BMW,118i Hatchback,A,Gasolina,Combustión,1.5,Hatchback,146,13.2,18.7,16.2
Geely,Binray 1.0T T/M,M,Gasolina,Combustión,1.0,Sedán,157,12.2,17.6,15.1
Kia,Seltos 1.6 MPI 6MT,M,Gasolina,Combustión,1.6,Station Wagon,162,11.2,17.9,14.6
BMW,320i Sedán,A,Gasolina,Combustión,2.0,Sedán,159,12.3,17.1,15.0
Opel,"Vivaro 2,0 Lts. TD 150 HP T/M",M,Diésel ,Combustión,2.0,Furgón,169,13.5,17.2,15.6
BYD,BYD Tang EV STE,A,N/A,Vehículo eléctrico,0.0,Station Wagon,-,-,-,-
BYD,BYD Tang EV,A,N/A,Vehículo eléctrico,0.0,Station Wagon,-,-,-,-
DFLM,S50EV,A,N/A,Vehículo eléctrico,0.0,Sedán,-,-,-,-
Suzuki,S-Presso 1.0 T/M,M,Gasolina,Combustión,1.0,Hatchback,124,16.5,21.1,19.1
Infiniti,Q50 3.0T,A,Gasolina,Combustión,3.0,Sedán,220,7.5,14.6,10.8
Baic,X55 1.5T MT,M,Gasolina,Combustión,1.5,Station Wagon,186,10.5,14.6,12.8
Toyota,Corolla SD 1.6 CVT,A,Gasolina,Combustión,1.6,Sedán,161,11.0,18.4,14.8
BMW,X5 xDrive25d,A,Diésel ,Combustión,2.0,Station Wagon,176,14.9,14.9,14.9
BMW,X5 xDrive25d 7 asientos,A,Diésel ,Combustión,2.0,Station Wagon,182,13.9,14.7,14.5
BMW,X3 sDrive 20i,A,Gasolina,Combustión,2.0,Station Wagon,180,11.3,14.6,13.2
Kia,Seltos 1.6 MPI 6AT,A,Gasolina,Combustión,1.6,Station Wagon,168,10.8,17.0,14.1
BMW,X5 M50i,A,Gasolina,Combustión,4.4,Station Wagon,263,6.6,10.6,8.7
BMW,X6 M50i,A,Gasolina,Combustión,4.4,Station Wagon,263,6.6,10.6,8.7
BMW,X5 M50i 7 Asientos,A,Gasolina,Combustión,4.4,Station Wagon,263,6.6,10.6,8.7
Renault,Symbol 1.6 T/M,M,Gasolina,Combustión,1.6,Sedán,189,9.6,15.2,12.5
BMW,X3 xDrive30i,A,Gasolina,Combustión,2.0,Station Wagon,169,11.6,14.9,13.5
BMW,X4 xDrive30i,A,Gasolina,Combustión,2.0,Station Wagon,169,11.6,14.9,13.5
BMW,M340i xDrive,A,Gasolina,Combustión,3.0,Sedán,177,10.0,15.6,13.0
BMW,X4 xDrive 20i,A,Gasolina,Combustión,2.0,Station Wagon,167,11.9,14.9,13.7
BMW,X4 xDrive25i,A,Gasolina,Combustión,2.0,Station Wagon,167,11.9,14.9,13.7
Toyota,Corolla SD 2.0 CVT,A,Gasolina,Combustión,2.0,Sedán,145,12.5,19.9,16.4
Toyota,Corolla SD 2.0 MT,M,Gasolina,Combustión,2.0,Sedán,157,11.2,18.9,15.1
Land Rover,New Evoque 2.0i R,A,Gasolina,Combustión,2.0,Station Wagon,188,10.1,13.9,12.2
Toyota,Corolla SD 1.8 HEV CVT,A,Gasolina/Híbrido,Vehículos híbridos sin recarga exterior,1.8,Sedán,109,25.9,23.4,23.5
BMW,X3 M Station Wagon,A,Gasolina,Combustión,3.0,Station Wagon,244,7.1,11.6,9.4
BMW,X4 M Station Wagon,A,Gasolina,Combustión,3.0,Station Wagon,244,7.1,11.6,9.4
Toyota,"Corolla SD 1,6 MT",M,Gasolina,Combustión,1.6,Sedán,164,11.1,17.7,14.5
Chery,Arrizo 6 CVT,A,Gasolina,Combustión,1.5,Sedán,177,10.2,16.5,13.4
Changan,CS15 1.5 T/A,A,Gasolina,Combustión,1.5,Hatchback,177,10.1,16.4,13.4
Baic,X55 1.5T AT,A,Gasolina,Combustión,1.5,Station Wagon,184,10.5,14.7,12.9
BMW,X1 sDrive20i LCI,A,Gasolina,Combustión,2.0,Station Wagon,149,12.7,17.5,15.4
BMW,X1 sDrive20i,A,Gasolina,Combustión,2.0,Station Wagon,149,12.7,17.5,15.4
Changan,CS15 1.5 T/M,M,Gasolina,Combustión,1.5,Hatchback,163,11.2,17.7,14.6
Toyota,"Hiace Majesty 2,8 Lts. Minibus 9 Asientos 5P. T/A Diésel",A,Diésel ,Combustión,2.8,Minibus,229,9.4,13.3,11.5
Peugeot,"Traveller L3 Minibús 2,0 Lts. Blue HDi 180 5P T/A Motor Diesel Euro 6c",A,Diésel ,Combustión,2.0,Minibus,152,15.5,18.6,17.3
Changan,Hunter 1.9 T/M 4x4,M,Diésel ,Combustión,1.9,Camioneta,252,8.8,11.8,10.5
Changan,Hunter 1.9 T/M 4x2,M,Diésel ,Combustión,1.9,Camioneta,252,8.8,11.8,10.5
Geely,X7 Sport 1.5T 7DCT AWD,A,Gasolina,Combustión,1.5,Station Wagon,201,9.5,13.8,11.8
Ssangyong,New Korando 4x4,M,Diésel ,Combustión,1.6,Station Wagon,156,14.5,18.8,16.9
Ssangyong,New Korando 4x2,M,Diésel ,Combustión,1.6,Station Wagon,156,14.5,18.8,16.9
Ssangyong,New Korando GLX 1.6TD 6MT 2WD 6AB,M,Diésel ,Combustión,1.6,Station Wagon,156,14.5,18.8,16.9
Ssangyong,Korando 4x4,M,Gasolina,Combustión,1.5,Station Wagon,185,10.6,14.7,12.8
Ssangyong,Korando 4x2,M,Gasolina,Combustión,1.5,Station Wagon,185,10.6,14.7,12.8
Ssangyong,"New Korando LX 1,5T 6MT 2WD",M,Gasolina,Combustión,1.5,Station Wagon,185,10.6,14.7,12.8
Ssangyong,"New Korando GLX 1,5T 6MT 2WD 6AB",M,Gasolina,Combustión,1.5,Station Wagon,185,10.6,14.7,12.8
Peugeot,5008 1.5 Blue Hdi 130 EAT6,A,Diésel ,Combustión,1.5,Station Wagon,135,17.4,21.0,19.5
Geely,X7 Sport 1.5T 6AT,A,Gasolina,Combustión,1.5,Station Wagon,200,9.3,14.1,11.9
Chevrolet,Onix NB LT 1.0T AT,A,Gasolina,Combustión,1.0,Sedán,148,11.6,20.5,16.0
Chevrolet,Onix HB Premier 1.0T AT,A,Gasolina,Combustión,1.0,Hatchback,148,11.6,20.5,16.0
Chevrolet,Onix NB Premier 1.0T AT,A,Gasolina,Combustión,1.0,Sedán,148,11.6,20.5,16.0
Chevrolet,Onix NB 1.0T AT,A,Gasolina,Combustión,1.0,Sedán,139,11.8,21.3,16.4
Chevrolet,Onix HB 1.0T AT,A,Gasolina,Combustión,1.0,Hatchback,139,11.8,21.3,16.4
Peugeot,3008 1.5 Blue HDi 130 TA,A,Diésel ,Combustión,1.5,Station Wagon,135,17.2,21.3,19.6
Chevrolet,Onix NB LT 1.0T MT,M,Gasolina,Combustión,1.0,Sedán,131,13.1,22.9,18.0
Chevrolet,Onix HB RS 1.0T MT,M,Gasolina,Combustión,1.0,Hatchback,131,13.1,22.9,18.0
Chevrolet,Onix NB 1.0T MT,M,Gasolina,Combustión,1.0,Sedán,133,12.5,20.0,16.7
Chevrolet,Onix HB 1.0T MT,M,Gasolina,Combustión,1.0,Hatchback,133,12.5,20.0,16.7
Citroen,Spacetourer L3H1,A,Diésel ,Combustión,2.0,Minibus,152,15.5,18.6,17.3
Chevrolet,Onix NB LS 1.2 MT,M,Gasolina,Combustión,1.2,Sedán,144,12.7,19.8,16.4
Chevrolet,Onix HB LS 1.2 MT,M,Gasolina,Combustión,1.2,Hatchback,144,12.7,19.8,16.4
Chevrolet,Onix NB 1.2 MT,M,Gasolina,Combustión,1.2,Sedán,144,12.7,19.8,16.4
Chevrolet,Onix HB 1.2 MT,M,Gasolina,Combustión,1.2,Hatchback,144,12.7,19.8,16.4
MG,MG5 MT,M,Gasolina,Combustión,1.5,Sedán,161,10.9,18.4,14.7
MG,MG5 AT,A,Gasolina,Combustión,1.5,Sedán,176,10.3,16.4,13.5
Ford,Ranger Raptor,A,Diésel ,Combustión,2.0,Camioneta,217,10.6,13.3,12.2
Porsche,Panamera GTS G2,A,Gasolina,Combustión,4.0,Station Wagon,249,6.4,12.3,9.2
BMW,330e Sedán,A,Gasolina/Híbrido,Vehículos híbrido con recarga exterior,2.0,Sedán,50,11.8,-,-
Hyundai,Sonata DN8 2.5 T/A Otto,A,Gasolina,Combustión,2.5,Sedán,179,8.9,18.4,13.3
Foton,New FT 500 (4x4),M,Diésel ,Combustión,2.0,Camioneta,209,11.4,13.5,12.6
Foton,New FT 500 (4x2),M,Diésel ,Combustión,2.0,Camioneta,209,11.4,13.5,12.6
Foton,FU500 (4x4),M,Diésel ,Combustión,2.0,Camioneta,195,11.6,14.7,13.3
Foton,FU500 (4x2),M,Diésel ,Combustión,2.0,Camioneta,195,11.6,14.7,13.3
Foton,Foton G7 (4x4),M,Diésel ,Combustión,2.0,Camioneta,195,11.6,14.7,13.3
Foton,Foton G7 (4x2),M,Diésel ,Combustión,2.0,Camioneta,195,11.6,14.7,13.3
Mini,F60 Countryman JCW ALL4,A,Gasolina,Combustión,2.0,Station Wagon,180,10.2,14.7,12.7
Mini,F56 JCW GP,A,Gasolina,Combustión,2.0,Coupé,180,10.2,14.7,12.7
Mazda,"CX30 2,0 TA 2WD",A,Gasolina,Combustión,2.0,Station Wagon,177,10.3,16.2,13.4
Mazda,"CX30 2,0 TA 4WD",A,Gasolina,Combustión,2.0,Station Wagon,177,10.3,16.2,13.4
Fiat,500X City Cross 1.6L M/T 110cv,M,Gasolina,Combustión,1.6,Hatchback,175,10.4,16.4,13.6
Fiat,500X Urban 1.6L M/T 110cv,M,Gasolina,Combustión,1.6,Hatchback,175,10.4,16.4,13.6
Mazda,"CX30 2,0 TM 2WD",M,Gasolina,Combustión,2.0,Station Wagon,163,11.3,17.5,14.6
Land Rover,Discovery Sport 2.0i R (5 asientos),A,Gasolina,Combustión,2.0,Station Wagon,176,10.3,15.2,13.0
Land Rover,Discovery Sport 2.0i R (7 asientos),A,Gasolina,Combustión,2.0,Station Wagon,176,10.3,15.2,13.0
Hyundai,Grand-i10 (AI3) 1.2 HB 5P. MT,M,Gasolina,Combustión,1.2,Hatchback,131,14.3,20.8,17.8
Hyundai,Grand-i10 (AI3) 1.2 SDN 4P. MT,M,Gasolina,Combustión,1.2,Sedán,131,14.3,20.8,17.8
Opel,"Corsa 1,2 Lts. 100 5 Puertas T/M Motor Otto Euro 6d Full",M,Gasolina,Combustión,1.2,Hatchback,102,18.7,25.5,22.5
Porsche,911 Carrera 992,A,Gasolina,Combustión,3.0,Coupé,258,6.1,13.0,9.2
Porsche,911 Carrera 4 992,A,Gasolina,Combustión,3.0,Coupé,258,6.1,13.0,9.2
Porsche,911 Carrera 992 Cabriolet,A,Gasolina,Combustión,3.0,Cabriolet,258,6.1,13.0,9.2
Porsche,911 Carrera 4 992 Cabriolet,A,Gasolina,Combustión,3.0,Cabriolet,258,6.1,13.0,9.2
Seat,Tarraco 1.4 TSI AT 4x2 (5 asientos),A,Gasolina,Combustión,1.4,Station Wagon,178,10.4,15.9,13.3
Seat,Tarraco 1.4 TSI AT 4x2 (7 asientos),A,Gasolina,Combustión,1.4,Station Wagon,178,10.4,15.9,13.3
Mazda,"CX30 2,5 TA 4WD",A,Gasolina,Combustión,2.5,Station Wagon,163,11.2,17.0,14.3
Faw,FAW R7 1.6 AT,A,Gasolina,Combustión,1.6,Station Wagon,183,9.6,16.3,13.0
BMW,X3 M40i,A,Gasolina,Combustión,3.0,Station Wagon,199,9.3,13.3,11.5
BMW,X4 M40i,A,Gasolina,Combustión,3.0,Station Wagon,199,9.3,13.3,11.5
BMW,M550i xDrive,A,Gasolina,Combustión,4.4,Sedán,243,6.8,12.2,9.4
Fiat,Mobi Easy,M,Gasolina,Combustión,1.0,Hatchback,158,11.5,18.2,15.0
Fiat,Mobi Way,M,Gasolina,Combustión,1.0,Hatchback,158,11.5,18.2,15.0
Fiat,Mobi Trekking,M,Gasolina,Combustión,1.0,Hatchback,158,11.5,18.2,15.0
Fiat,Mobi Like,M,Gasolina,Combustión,1.0,Hatchback,158,11.5,18.2,15.0
BMW,M135i xDrive,A,Gasolina,Combustión,2.0,Hatchback,171,10.8,15.6,13.3
BMW,M235i xDrive Gran Coupé,A,Gasolina,Combustión,2.0,Hatchback,171,10.8,15.6,13.3
Hyundai,"Verna CB 1,4 Sedán AT Otto",A,Gasolina,Combustión,1.4,Sedán,142,12.8,20.1,16.7
Hyundai,"Verna CB 1,4 Sedán MT Otto",M,Gasolina,Combustión,1.4,Sedán,138,13.1,21.0,17.1
Hyundai,Grand-i10 (AI3) 1.2 HB 5P. AT,A,Gasolina,Combustión,1.2,Hatchback,145,12.8,19.2,16.1
Hyundai,Grand-i10 (AI3) 1.2 SDN 4P. AT,A,Gasolina,Combustión,1.2,Sedán,145,12.8,19.2,16.1
MG,MG ZS EV,A,N/A,Vehículo eléctrico,0.0,Station Wagon,-,-,-,-
Opel,"Corsa 1,2 Lts. 100 5 Puertas T/A Motor Otto Euro 6d Full",A,Gasolina,Combustión,1.2,Hatchback,97,19.8,26.3,23.4
Kia,Soluto (AB) 1.4 4AT,A,Gasolina,Combustión,1.4,Sedán,145,12.7,19.5,16.3
Porsche,Cayenne Turbo S E-Hybrid E3,A,Gasolina/Híbrido,Vehículos híbrido con recarga exterior,4.0,Station Wagon,100,9.3,-,-
Peugeot,"308 1,2 Lts. Puretech 130 HP 5 Puertas T/M Motor Otto Euro 6b",M,Gasolina,Combustión,1.2,Hatchback,133,13.9,21.2,17.7
Opel,"Corsa 1,5 Lts. Blue Hdi 100 5 Puertas T/M Motor Diesel Euro 6c",M,Diésel ,Combustión,1.5,Hatchback,109,19.8,27.7,24.2
BMW,X7 M50i.,A,Gasolina,Combustión,4.4,Station Wagon,265,6.5,10.6,8.6
BMW,X7 M50i 7 Asientos,A,Gasolina,Combustión,4.4,Station Wagon,265,6.5,10.6,8.6
Ford,Territory,A,Gasolina,Combustión,1.5,Station Wagon,194,9.5,14.7,12.2
MG,MG RX8,A,Gasolina,Combustión,2.0,Station Wagon,282,7.0,9.6,8.5
ZNA Dongfeng,Dongfeng Rich 6 GL MT 4x4,M,Diésel ,Combustión,2.5,Camioneta,215,10.4,13.8,12.3
ZNA Dongfeng,Dongfeng Rich 6 GL MT 4x2,M,Diésel ,Combustión,2.5,Camioneta,215,10.4,13.8,12.3
ZNA Dongfeng,DF6 4WD MT,M,Diésel ,Combustión,2.5,Camioneta,215,10.4,13.8,12.3
ZNA Dongfeng,DF6 2WD MT,M,Diésel ,Combustión,2.5,Camioneta,215,10.4,13.8,12.3
ZNA Dongfeng,Dongfeng Rich 6 GLX AT 4x4,A,Diésel ,Combustión,2.5,Camioneta,229,9.0,13.8,11.5
ZNA Dongfeng,Dongfeng Rich 6 GLS AT 4x2,A,Diésel ,Combustión,2.5,Camioneta,229,9.0,13.8,11.5
ZNA Dongfeng,DF6 4WD AT,A,Diésel ,Combustión,2.5,Camioneta,229,9.0,13.8,11.5
ZNA Dongfeng,DF6 2WD AT,A,Diésel ,Combustión,2.5,Camioneta,229,9.0,13.8,11.5
Peugeot,"2008 1,5 Lts. Blue HDi 130 5 Puertas T/A Motor Diésel Euro 6c",A,Diésel ,Combustión,1.5,Station Wagon,98,24.0,28.8,26.9
